term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
race,-0.04529360770720906,0.023594808739028115,-0.027928856084150577,-0.06426474664935147,-0.0058424837658753994,0.0007606542542031551,0.016333337631306833,-0.04395582791852554,-0.04978853179559468,0.040046532348279346
conditions,-0.028445043783386217,0.028818324014498565,-0.03637202937873402,-0.012532445922540197,-0.016128052909584197,-0.010292909855062158,0.007422597882583905,-0.021359940698967773,-0.014949112087585969,0.00978111967803973
piece,-0.03393918596496205,-0.025985579721562856,-0.0029956387412144424,-0.026210379850022947,0.02854101521773894,-0.01098393123454327,-0.030950766136995607,0.012673159368833923,0.0048836344303037115,-0.04387906771491301
lines,-0.019610624038034326,0.016965054364902747,0.005503779517466322,0.03412931263723456,-0.0052675437159202,-0.005167654532516242,0.009640491405410321,-0.00867977107494775,0.004634784305889661,0.006762198554785399
mountains,-0.04459322975792469,-0.03335877568385526,0.025970175157629508,0.04841556245583943,0.009351718826874843,-0.04653665320477681,-0.047883449409129294,0.0032511575196470317,-0.03354270870212947,0.002271495853614618
humanity,-0.04295683612994702,0.031867149292954845,-0.046664248839809276,-0.016107131428335468,-0.0006914303645680203,0.01077443801377713,0.020037477038492717,-0.026316629377828256,-0.026031420951602408,0.02513754020027008
act,-0.028246214214493727,0.0004750983481347015,0.006318980207739981,0.03284059953011476,0.016029851035058128,0.019935241898805606,-0.0056218595366645035,0.012410749351455428,-0.0006990247772167654,-0.03162434418339036
work,-0.07803092016613913,0.045283673902221024,0.014763069707637702,0.038993345243016904,-0.012563643572165188,0.011052627853203021,0.04544969099335295,0.02365327432682,0.02554588254890689,0.021195411308258198
friend,-0.033384742512175304,-0.0387545392014946,0.00543747214389244,-0.008097223882273519,0.01390093903322808,0.013326790810397667,-0.04640224510625965,-0.007961724733556913,0.015614845347914779,-0.0396186583227185
round,-0.04218835221722427,-0.0380737871142123,0.017589976065177506,-0.014395370202840888,-0.007694067926430292,-0.008110548849145438,0.02950233779992122,0.025061998058501556,0.03935109058830088,-0.0050047912200469075
expression,-0.030962763342379396,0.005582856921031955,-0.0018482173066699747,-0.02414680113490084,0.03941899488139382,0.009264552309902585,0.04966647318515328,-0.0014044132153223244,-0.007818771874996138,0.00010949558143706657
office,-0.032063573363481576,0.014207122579467163,0.0027728565534510165,0.02188912266059447,-0.030775469222476173,-0.03402932888973814,-0.006659801162127988,0.05116241723746848,0.018395124329541674,-0.0025294921426653708
space,-0.03066812471805682,0.008608398121067735,0.12249512888792184,-0.04770297490233125,-0.09790617087415185,-0.005757434127107064,-0.005253150912822312,0.039730045170257425,-0.04910486172155488,0.020566105469283384
scene,-0.029071592132270223,-0.008893645327807466,0.0002918909479922954,0.00149480372443931,0.03300964116338985,-0.006936864524703957,-0.04675908736185368,0.004282413756339662,0.016339347315137927,0.015822579755010044
animals,-0.049073268909874096,-0.015175522465849217,0.2671287196981905,-0.16762328376891528,-0.19715284897589702,0.12568346064509256,-0.0774779047643633,-0.21378437382579535,0.14004335544647217,-0.0037591391800921832
figure,-0.02466353031952407,-0.003549073330976109,0.004889983530778288,-0.0026350772332813565,0.02506972987029281,-0.0058744176657349245,-0.021337886512677443,0.010099213535833252,0.00615901770901451,-0.013857614842455334
town,-0.034054036328080364,-0.00920192477898541,0.008033298635498912,0.007348868889113801,0.03493863351654664,0.008417867149127765,-0.03441481150278209,0.018904419617805118,0.046682892110421974,-0.025904198989454577
planet,-0.03679339212807065,-0.04343531613435231,0.053293655450867984,-0.026316114086060795,-0.05951897191100901,-0.02862393039641323,-0.03805740252791685,0.0645221343130368,-0.03131008008634828,-0.00272656934861001
trade,-0.04067533727223273,0.01956694698195463,-0.030248586245945057,-0.047269331680976426,-0.08016344230200276,-0.030062205135055677,-0.034625099814395995,0.02457285358930847,-0.0405295680914872,0.0048461526388779005
pieces,-0.032328654836473486,-0.0287594583091643,-0.0013522182574833275,0.0020022809142285205,0.018855990774396193,-0.012869743513079311,-0.03674755970487061,-0.0011560866206747466,-0.015759378256115196,-0.03232126763082528
impression,-0.026976012352380507,0.0061758758985309995,-0.007423295984427653,-0.025075017888088642,0.030991352999082757,0.009573794398201017,0.030704847993319545,0.0016228251586129113,-0.002115561204333172,0.005966196552625376
laws,-0.03376359992476711,-0.01787499151564216,-0.02338467177420723,-0.014255750745647723,-0.002520896554587482,0.008273307098839647,-0.08426137696062128,0.049525229984423075,-0.020240464180333522,-0.023159117198247516
ladies,-0.036841469886874985,-0.0020574054903843017,-0.031099024871394498,-0.04683831165364646,0.043648816882265455,-0.04461496229208841,-0.027388329137872883,-0.015477400317172763,0.03173274355160916,-0.010670760007591432
houses,-0.04449663188081264,0.0029585676060440566,0.01044294601608028,-0.016766108597503288,0.028405836563360817,-0.008473319129718129,-0.010098551121535711,0.05566076985311637,0.04013608854747173,-0.03072567666528628
company,-0.03341430018648844,-0.008515681493857858,0.002702958273262996,-0.007967903826364598,0.0013718640145438294,0.024989533920133106,0.016028069253926882,0.0379850759136418,-0.0024296179240658423,-0.0035975613025438277
top,-0.040541689938089445,0.002116972901894482,0.01809943210806674,-0.01072776667361323,0.04289489887305354,-0.04363607233938632,0.013737787143244088,-0.016877952990335614,0.008406929599745351,0.003589909594997792
places,-0.021311441373891255,0.008108883971050392,0.003714528241208464,0.03195008123833446,0.0007229354841481706,-0.006657068103954529,-0.010124512946156704,-0.008574261735096454,-0.01585919414563579,0.010999857749869026
value,-0.024138691775199183,0.01289802518336071,-0.022410624201828072,-0.010204610072788048,-0.005197931953336471,-0.002319976078762286,-0.005682073205672107,-0.0005546081956217057,-0.005902216409591179,0.006593047820377979
leaders,-0.03569099727351663,0.03856582969848507,0.0020177654758772117,0.0838575714574112,-0.004826877889204081,0.02943372128306763,-0.016212691373075565,-0.049939662247465155,-0.011471747528633216,0.003943150521264785
dozen,-0.023038929979220333,0.022728910700623738,-0.0009817750096140967,0.04529192046118266,-0.003711092582591361,-0.01803722250144103,-0.0047722892121426,-0.030408717054738427,0.007981317813604796,0.0030958003377716094
result,-0.02390736107562267,0.007456627973860592,-0.016078395161026285,-0.007392031957782243,-0.0017634181033040297,-0.0009105007566653982,-0.01064973308365176,-0.0009704418410386488,0.01450768732883667,-0.009009996493208987
duty,-0.03076831440134264,0.018001967298553263,-0.02758438264536497,-0.017476998946897748,-0.006289369491558751,0.011319102195876911,0.01412387770044537,-0.005679331665965402,-0.006655328453676574,0.014060295787835827
wall,-0.023878552603823877,0.005101955998040688,0.029541085522743562,0.01667259044637985,0.0034068664763291265,-0.03580199805308299,-0.001165807969409477,0.012526511980658952,0.007040029260519732,-0.006293035928395845
doctor,-0.03813352097516449,0.03313274920066186,-0.015132826564522086,-0.05993921093656616,-0.024328219236495727,-0.03196428659234236,0.01320822233221011,-0.035193231636328204,-0.005081219132482143,-0.00021161783082529608
features,-0.02228179288400455,0.0052468173329681045,0.01519949967576183,0.004045461796041675,0.015695940673443227,-0.03636760262199665,0.013625447796137972,0.011566302876629221,-0.012358410265827405,0.011372781325022249
amount,-0.03190214471135367,0.013993966589231946,-0.050755037402541066,-0.040373636326734026,-0.018974735455528288,-0.02530052499011281,-0.006450142843670359,-0.001198329007060742,0.01092478856967765,0.006296388761581461
education,-0.050915615924150455,0.019486884370047745,-0.09203670851337688,-0.024361308995213216,-0.08028043919022645,0.007420287209533941,-0.06806505472013138,-0.08389566018548836,-0.1893240647735938,0.013412134528634687
arms,-0.032295261605325004,0.009090207350596348,0.02584303371469905,0.031063528142039474,0.04275715902628172,0.00442979371189671,0.0062810501241480155,-0.014000719630166865,-0.028982777373971633,0.01050197510519536
fathers,-0.027246769003056025,0.01624484179158546,0.010945843882904326,0.0016014326459310529,0.017649088660417804,0.0385188763772695,0.020303829061806427,-0.005966301810728825,-0.028111520418869388,0.009974987100622069
month,-0.022797613266263006,-0.009871266804857,0.00012406022817756658,0.005392449516479702,0.0060595394379219965,-0.004716157249053494,-0.0048389553602343665,0.0075987787453464005,-0.0015691327389901503,-0.005297500214450419
argument,-0.02635200946269395,-0.010138438944093478,0.012133032745261244,-0.010735625870139156,-0.007842577576994946,0.02729251504549706,-0.030294633337349604,0.003357383819158016,-2.352637910611358e-05,0.005607554047867478
occasion,-0.03162063743219754,-0.023389266194701733,-0.006736395435458881,-0.020140883705296216,0.031552864026143414,-0.001167768845403818,-0.010534535072903018,-0.011884994171143779,0.013436344751192184,-0.0039719530812296336
workers,-0.0356206920438837,0.04768713529136243,-0.05005713534712879,0.01178677998626002,-0.06780563953425543,-0.012867897326297562,-0.012628166962597807,-0.006664822200413015,0.004298988840906155,0.006676338819290113
language,-0.037199836334396996,-0.03141610679493016,0.015937230222299866,-0.013083077462872317,0.02580207698612507,0.026972539793669436,-0.007484962902995893,0.014835677398452644,0.0002592236347996254,-0.008829855926433755
papers,-0.029859830429322894,0.02118155398193523,0.00272570828889577,0.02299698223289243,0.009478432896459063,0.029084339540212244,0.03937677680487304,0.024824218875549028,0.006914953683535198,-0.01000858380846969
contrary,-0.01915200988984591,0.009666715820944822,-0.008449696468926,-0.013723329883543557,0.009811277832263139,-0.012160809795136654,0.007817466286851493,0.002428836304352014,-0.009703555790104356,-0.002543868692929008
demanded,-0.025940878545770048,0.021956182909889398,0.02929240103229662,0.02764855846180097,-0.012433394631784389,-0.0008899714964682794,0.010885629085163651,0.04763439471746875,-0.00945730100058581,0.004287353969485377
dinner,-0.026119032537057902,0.010211847763348065,-0.011417899872066817,0.0005916106593510397,0.0005893757008386623,0.011360090372390295,0.003051834258516908,0.012814486656311944,0.01761687365018099,-0.012935460648950141
person,-0.030400270924087893,0.011536120605171922,-0.0031606181112418487,-0.03342524212991987,0.02735614624422134,-0.0305029175771476,0.023908730306711333,-0.006320104585354063,0.0011163044705834234,0.02149120570752284
place,-0.050537663916363725,0.003020458184931782,-0.009738142053931462,-0.006600127229693076,0.023324622740068864,-0.017183167804875322,0.004298643069686932,-0.01720865396544436,-0.008069361847433665,0.00532503768417249
credit,-0.04572756969051812,0.028586763548637796,-0.0805456211294565,-0.07164283728227878,-0.04027302266077139,-0.027941543694209273,0.022358870941886457,-0.013096506446182783,0.0006030616172770259,-0.0005875014115690197
affairs,-0.02594992330959107,0.00678360183816514,-0.012605514232029066,0.0004249475576564582,0.0015521457027461282,0.007192961296914818,0.007686571938432329,-0.005124957876676817,0.013762127602516248,-0.018237902389707884
reading,-0.02563440595907808,0.012154453624732445,0.00288174748751438,0.0035987795036887104,0.006440431664493226,-0.02967312573326057,0.013487322661354415,0.006698258758568612,-0.00036452659892741564,-0.005968966504248713
fight,-0.020103310646826446,0.01086497722396097,0.00793391903845684,0.01953073094576402,-0.005715587453866003,0.006974208859152153,-0.014366191371257882,0.013531300336170575,-0.0034695747923324284,-0.0059419760625476275
taste,-0.027424448916123587,0.004405316520554163,-0.01882547599825823,-0.02789928323265869,0.01387298186380556,-0.008896437303217328,-0.03753273811877153,0.01131610769997607,0.015258796995678796,-0.012713082238456802
policy,-0.03152858946768369,0.030567186273419446,-0.00644093733902128,0.015411374447371864,-0.010173114030302492,0.0915567830919009,0.036960299073281036,0.060895581030577406,0.0026720586166000767,-0.017428174909040133
confusion,-0.020502708286256364,0.010873274013414203,0.0025652774922669407,0.0018794846608011717,0.013818788924461815,0.0010245303215183465,-0.014774795893956248,0.002729167741590433,0.0018963027135641543,-0.010576348326153288
laborers,-0.024616298879345484,0.0205938692743412,-0.010735973804041052,0.03573616576893499,-0.01934776125871222,0.019893041465595097,0.01335455239349683,-0.006637358352219266,0.017484657690809056,-0.0037295929856333565
violence,-0.029372467498276215,0.013629329218640057,-0.008143592925245814,0.02509719003764785,0.012813717885615696,0.04360782280741412,-0.04019363781986475,0.006188187343689216,0.037460805270831274,-0.019109769986211448
supply,-0.024804842835619133,0.000540652174532765,-0.012147140233692823,-0.012265851676239517,-0.0037901443802723115,-0.039437040953848555,-0.02401452048446972,0.00787828721562085,-0.013981877742203858,-0.006758993433390586
attention,-0.02402750103923273,-0.014100849856368627,0.01703005595919887,-0.02260032418094901,0.015495352904570703,0.003110450730063564,-0.01195766087598471,0.0024653841601214393,0.01390968478707789,-0.015332561280436788
success,-0.02462506023648709,-0.02153859750038354,-0.007757613367654885,-0.003018378476793274,-0.0033593735997655134,-0.009336030515294844,0.006756314553684663,0.007742216292172189,0.01792576888096374,-0.011334744193908263
ears,-0.021906598087545092,0.0045435906465707615,0.006225773663457524,0.013571262858486118,0.018160538492884768,0.0026841513542770297,-0.009082100790940548,0.010745447076954148,0.0048586985163812475,-0.01024616126415398
feelings,-0.05077264650083362,-0.029802398427277086,0.0006493448343412742,-0.034634734821985175,0.055539327738714964,0.048741888072056386,0.016441552359418778,0.025150315770338792,-0.034106984809875625,-0.026010102730542713
lead,-0.020966283382754785,-0.005702834784051344,0.012973554930389502,-0.0010647467864624068,-0.002157717661742033,0.009217899131894088,-0.010253919718460895,0.003210074163635798,-0.019737909181570357,-0.00751860387206068
visit,-0.03906719740370204,-0.025352107140312417,0.004252239030555479,-0.03717548911104405,0.08951854934973133,-0.02858970222881298,-0.10752771610622339,-0.0027370235434090477,-0.02027768112209996,-0.33899283480079034
moments,-0.025083115412255805,0.007671608358855567,0.003647201375282152,-0.013120756391720514,0.03289130900636353,-0.0021233599366996055,0.03538423184503314,-0.005247220464952472,-0.007279059832129249,0.006677173236031798
portion,-0.023536709902705094,-0.011844779909203795,0.0030274945497671337,0.009805698021129405,0.002564466054624493,0.012581465794496339,-0.0279109498752909,0.011870671814411662,-0.031258885557541014,-0.00911155361197027
nowadays,-0.04312195610167635,0.04349391951357645,-0.08719296006067434,-0.08796165412376422,-0.025983276975510776,-0.0490888522660498,0.023343253345856536,-0.052881466912969424,-0.009972995307759532,0.03336534070532954
bodies,-0.02817619459539413,-0.040201748143963566,-0.004811186479596871,0.02052729149715278,-0.005871754935490036,-0.004344589704251595,-0.05806074530606463,0.00662355623762465,0.020549985811340512,0.06829410644296696
capitalist,-0.03368872706238411,0.04447333257422156,-0.0213880002653023,0.04459265643872215,-0.038746674069320745,0.07425077679953357,0.02213759452192068,0.04726556430784418,0.008623566345601068,-0.02766114083305807
citizens,-0.027489540665015227,0.025287204141226833,-0.05075711293669305,-0.03428588461603196,-0.03733575385092654,-0.031085139580762436,-0.008930453348042813,-0.005377503123126627,0.009304414534307541,0.0013213103698645357
necessity,-0.025574535953975172,0.018765771010514964,-0.034317984771440435,-0.013138240450923691,-0.018972308277646895,-0.0269930504606736,-0.004838697324494788,-0.022181999533189178,-0.004345976458745724,0.003782137530962832
theory,-0.03058996587937376,-0.0008030527428178375,-0.009911103493686997,-0.02325114666980624,0.007311051045123525,0.0225103025320509,-0.08349760306936221,0.035214665078459786,-0.03026937301341749,-0.009905057164527588
touch,-0.024523808461258404,0.013828105200780804,0.02005116848807503,-0.00564079234397379,0.0005764175365402959,0.014253737915903912,-0.003869929283396386,-0.026506567030389203,-0.011740990238239702,-0.0015325576898090102
animal,-0.03537338133363481,-0.018977021161515298,0.05915309101063743,-0.021696224024617378,-0.005991601926602969,-0.011076963305494866,-0.045398720608949214,-0.0445488119902303,-0.0008446219023755878,-0.03929408108924075
afternoon,-0.03294143038002893,-0.0008967696751590916,0.02054435617599682,-0.007084599830408058,0.054867699310198366,-0.010444313200963227,0.051811254330174125,-0.0014850534495459637,-0.020934961882483682,0.00959077322607844
chamber,-0.04298554972344314,0.0073531144222587,0.015571557732783972,-0.049649538644471934,0.10674299958028041,-0.04395978716033032,0.049324305376058857,-0.0232360471987583,0.00950695490730466,-0.044330953410333857
school,-0.03148316022036007,-0.006001551524689449,-0.005105836423038041,-0.013999641323708708,0.030808467047557315,0.014042374418976563,-0.011630793655117082,-0.002594851297916543,0.011130445491441222,-5.428911404391569e-05
heads,-0.024305041161452483,0.011056885785555613,-0.011403385110350312,0.02774687020463918,-0.011375006130112757,-0.023705526603242415,-0.017095458097742502,-0.013125834348936043,0.02638269054493385,0.00489450807978128
4,-0.026363780989600082,0.027572432975231462,0.0060056897690514855,0.05035628588772246,-0.00742097473793627,0.025134780112105716,-0.004763320279701787,-0.007950525056226818,0.003865924835086508,-0.012785394876348562
people,-0.06386105318218016,0.01932326095978122,-0.0038192236648963394,-0.003203083676441436,-0.012023594210813905,-0.01910726204844598,-0.008601020802943142,-0.029151109425375184,0.02509865409427915,-0.01341383355637932
world,-0.07448340482230376,0.021353282682423376,-0.0017222462238624834,-0.007155933034527179,0.004070155396830271,0.014976786912438471,0.059504183862419714,0.01541297071317618,-0.0355975727011131,0.01572228271239417
life,-0.08322884040913817,0.03186666187059201,-0.009355327933261277,-0.017812680413765717,0.07098313076986625,0.05877810127634496,0.038552550936374594,-0.01451409985187372,-0.05739357625583734,0.02756464583726404
years,-0.056373692804466594,0.016014775601293572,-0.016857113781776508,-0.008791877181096837,0.01242418074691913,-0.009558020135195938,0.007547287234379487,0.006643619687149889,0.002798601252364141,-0.011763919639705276
discussion,-0.02173848730766527,0.00457288994400085,0.0033155650041049095,0.012442260036977577,-0.011949725029713084,0.04409656677481053,-0.0031906795516031122,0.016519994559594655,0.01807405071692787,-0.00407953411727961
property,-0.034607568138765185,0.011588115056914624,-0.012347786204736933,0.02144203642294383,-0.00643985361047588,0.04672285510849816,-0.03034359516090697,0.02533786525835979,0.030171549962427716,-0.0007828599973980909
material,-0.029594848832276182,0.026302248500512278,-0.016263259330009,-0.02486103181562774,-0.009909758934353533,-0.028091255818024977,0.026283488750432335,0.009624679692374499,-0.022467996883530832,0.01675146843317008
influence,-0.034614023292172405,-0.030015668514862887,-0.0186536937226498,-0.002229467789425646,0.00833074688854788,0.0014142252598151825,-0.035999130123762185,0.011028752444066843,-0.008919247253015598,-0.001978651581984437
thats,-0.03595155260094897,0.024647435679427558,0.14432284681658303,-0.03256013512493677,-0.12430626481853776,0.013258581268991619,-0.0030818839916025432,0.040925791715654546,-0.014008737157887254,0.015310726526275962
action,-0.022994996274349075,-0.007611697183896146,0.0015977150098797541,0.000735148760789342,0.008415324421715333,0.004487175099965134,-0.012150522839062624,0.015136082782682369,0.008181719814410248,-0.03128935647724368
meeting,-0.029946868306543643,-0.0156434918580457,0.007069320040990192,0.028365153503660485,-0.005215006519739152,0.011692624559738601,0.03322260696001777,0.005236380057645275,0.03837417131817858,-0.005760882916403653
parties,-0.034774632316224345,-0.0011411481752012585,-0.02268290041895934,-0.01835327722081053,-0.013747116146390861,0.041527825352693386,-0.0538820083879006,0.012886538726616674,0.0943574994999978,-0.015823533491477956
efforts,-0.01886610163435953,0.00912797289348025,-0.002952933822638682,0.0022666485235171723,-0.007417089565536215,-0.0036222100680864074,-0.016771949349503205,-0.02211122023751851,-0.019832274899970196,0.002522082425052821
mans,-0.023775496190680978,0.010793391292831932,-0.009119607823618918,-0.0028738188008190215,-0.0020315592202971473,-0.004715027975746434,-0.0014280086498404982,0.004619625933651867,0.0010346125673844767,-0.0022849512893257117
sea,-0.027422842954814522,-0.016246027279173254,0.0033524844054412997,-0.004225701938361317,0.025759978114255455,0.012151234284324448,0.0056671410221391764,0.014245263255006864,-0.037428104544787705,-0.004670006814853169
beauty,-0.028019740829265605,0.001707146358982429,-0.007816409916978706,-0.0032054303761589963,0.027302383694413686,0.0076928297451232105,-0.028235380543623192,-0.016851977885073286,-0.0006001147347151103,-0.00028758694786535987
surprise,-0.02730659884603762,-0.013971481458809975,0.010207927215255406,-0.009861867091826012,0.03574454399013496,0.0016246876379186021,-0.04911063569072786,-0.0032926441967113893,-8.557598966305202e-05,-0.010335244850106506
individuals,-0.022344118092691982,0.012152112638540907,-0.026346549871505646,-0.024246506819719515,-0.01584509847909555,-0.00836476229990816,-0.012651144207257988,-0.011206866377906813,-0.0073217989850406714,0.0067959753278569275
questions,-0.022601140770577257,-0.01163543999023022,-0.003219126973781811,-0.014557328485418127,-0.003689449825263043,0.0022629026282944354,0.012061064258373989,0.007430047320393928,0.0042378020358896365,0.005443330429609094
direction,-0.027741962743168255,-0.008720607883819063,0.03914382803544378,-0.01767608693316099,-0.0236115306237235,0.005282565659817031,-0.03552005718664071,-0.07347151902718696,-0.003671921172844652,-0.012492445283955707
spectacle,-0.02611688548785648,-0.00792420786936977,-0.009940687228419148,-0.0021032244578023007,0.013639551463138893,-0.0005307526679316433,0.005423594910755125,-0.0011210946316847976,-0.010371943493230671,-0.0018665670917469128
struggle,-0.025649669029437834,0.028025664130407246,-0.009369709043302853,0.011668999151223476,-0.0028084312005236768,0.032995433211347173,0.021290195054437244,0.01533284476741308,0.001716003501585552,-0.017966273034965993
spirit,-0.034122370919266974,0.020515196627660114,0.018362099125707455,-0.0036639917738524176,0.04149930305528368,0.05760892400593651,0.03316054838565894,0.0128389335436,-0.02512676160432812,0.010415253424602753
sick,-0.025444786143659075,0.011108644135088578,0.027354069316445996,-0.010555742494282,-0.009089601354380434,0.010639994260859716,-0.007897366533788398,0.002973670263038773,-0.005644114627953833,-0.023876401652195487
boys,-0.03223008645055337,-0.01644702190563274,0.011307346784495626,-0.03119271875963718,0.026412779294020184,0.017286786855304243,-0.07165881283342941,-0.018726263079629556,0.08260924554977316,-0.030074284262844
spot,-0.026336296774676086,-0.0119066235500975,0.020473251680709573,0.0006015976848444441,0.036197698009569935,-0.01754264241163466,-0.01608489107874653,0.011300503704494156,-0.010420026447787783,-0.004110296279039891
interests,-0.022535353244893197,0.024350014722690043,-0.01910752395331417,0.004480337640507024,-0.01508518729770713,0.036158555094028655,0.010795930561578891,0.01150695273580763,0.004292768615135447,0.0014367641328679448
thoughts,-0.031086249919686587,0.003251518598050834,0.010505331141319213,-0.029928579154648038,0.015245473691936424,0.01578404893084367,0.002000265906458897,0.02983341055993666,-0.026467318322841334,0.0047930945390932105
mankind,-0.0332572981962065,-0.01749549909719857,-0.012491418017116607,0.010720721473320035,0.009829267108312292,0.05500716481991162,-0.0008098975254458233,0.009527064309269528,-0.03356003143888586,0.003275446678871757
degree,-0.025745345874519376,0.007072317212361298,-0.013346800233526324,-0.009813652499565855,0.025036771959263997,-0.007412039542678526,-0.0009682613669282183,-0.01698725859469746,-0.01225639500122196,0.007216748457563176
smile,-0.02098618190729776,0.0002657784096517722,0.017241863604531234,-0.026694221716039135,0.012126165530128179,0.01222275867357355,0.00913716680651753,-0.012055141088837209,0.013733282600180554,0.02009512724951708
youth,-0.030691623177964894,0.01651534515047985,0.027634265096054177,-0.047195825116372346,-0.044002649526063364,0.00530868193599492,-0.01564423874717762,-0.02914266676838509,-0.06829841929489364,0.019950041761422812
civilization,-0.028457505815187117,-0.00022975779586761468,-0.009128126308818488,-0.015246429667774331,-0.012406762533698457,-0.014713355188333922,-0.007861956651113503,-0.0039084950043816015,-0.030419542693733634,0.00017583049970007166
nobody,-0.01692060042445612,0.010176730094936666,-0.008479487495770478,-0.008277411098062121,-0.012684495998662101,-0.01696035933436804,0.015156474180416454,0.012840018847998643,0.008575327852118004,0.0009224610209336193
things,-0.03707729362754661,0.014362808387126646,0.01096882023447716,0.003040026642704425,-0.004108131199228222,0.008406075857086501,0.015110691252168353,0.013758644168863885,-0.006385260537741348,0.007020665458413533
waste,-0.03157359249047907,0.011809276321528008,-0.015346228561489003,-0.0027602104346510182,0.002147233784458562,-0.02096085528834131,-0.0033777506667477955,0.01119469478767643,0.024711583130724468,0.014039679059649913
attempt,-0.02099004927908682,-0.009528876307373053,0.012401459176723638,-0.003050683202951955,0.013886343284655026,-0.01065401919481483,-0.0060268010939014864,-0.020389817767909324,0.0010242750651155712,-0.0057510495073005265
plain,-0.023349354597162718,-0.0038326956215240056,0.003427868528518549,-0.013020729243539407,-0.004678578031903649,-0.006823202500233896,-0.023358694585662868,0.03738439014856638,-0.0010928503222270506,0.017057007684185985
hall,-0.02842101315859729,0.009468574042226124,0.005040368043975855,-0.02252664613329157,0.015650093255507484,-0.05880954070851723,0.039391881472274036,0.01447898075282834,0.030296987746865196,-0.005351901888030899
failure,-0.015325370197251267,0.017595726700278095,-0.002475101833527571,0.017866434611750498,-0.011511330061816143,-0.031527005520930095,-0.006731451725082253,-0.013461719874473334,-0.003913247020687652,0.008459438275299136
forms,-0.022140651594870928,-0.023796895230858078,-0.0016056123093103076,-0.005194857492552851,0.019129421523867953,0.0019870044390543325,-0.03724766785028288,0.0077033565768883745,0.0036368256060289143,-0.005828908958157234
ideas,-0.022317096820602473,0.012778697088869214,-0.01705098699596916,-0.015122129151691267,0.002730738654709083,0.02241922961393896,0.0195635302935359,0.003998837992801138,0.00018853873188963332,-0.0014241150846404057
sky,-0.03239944375444314,0.004756239685311724,0.07267695368347285,0.036534965287874144,0.000896890000574414,-0.08345596153764236,0.02525482857228925,0.054812611207536326,-0.01704864292533282,0.03614898908490667
capital,-0.05503084747594866,0.07122697625746721,-0.09684543564945443,0.004807059526862162,-0.1346472237311291,0.010798198915103136,0.017082555059639154,0.07124034528116809,0.04502441189013898,-0.039675939896905245
everywhere,-0.02404920693295523,0.02315127318181232,0.022840612931340716,0.05933495702281143,-0.01817876291951428,-0.009845207427941415,-0.0019286797088834545,-0.015631473671894883,-0.0029029062739326606,0.01051156607180191
trees,-0.02175768982006305,-0.0027722237488081573,0.019624453573948788,-0.0221812175318422,0.01724109162482435,-0.019374687791970813,0.0007453843893358281,0.017140455646226335,-0.03160175151257573,-0.007520067226652848
judge,-0.025650110163696893,0.010172963326682768,-0.0025740104160671884,-0.01743575789517149,0.004748852779582167,0.01484615026388235,0.013906314378193238,0.005214348598746306,-0.02049150305913246,0.013513552385754532
works,-0.023031390731423133,0.012894999481147317,0.0005450533485388138,-0.008686270197153909,-0.016133062951236957,0.006430065498505767,0.00861165173749853,0.01527480444915513,0.009540392608036604,-0.0013680014487573238
changes,-0.02595671809603894,0.01478527261245414,-0.011775930115614532,-0.020914951521121036,0.013164795183504281,0.010088942995286874,0.0074824300069146425,-0.004144985096231223,-0.004844573443392169,0.005068852570950257
streets,-0.03033649153644193,0.01801408612315134,0.014632180572516007,0.01980048570526477,0.040193813835751255,-0.04511489152065011,0.003740251063629413,-0.015638110569704277,0.018953488182598694,0.0006246400114408105
comrades,-0.06752590496576184,0.08119050837705233,0.06277163618445772,0.23949538585356844,0.08095537485221985,-0.13172058789488372,-0.05185432477349171,-0.22880042983987792,-0.029946501435041017,0.06334837336836203
size,-0.028404539627040155,-0.015056140725004366,0.015889952374223193,-0.028161168709286578,0.007681078354624227,-0.020297187843523346,-0.04200853001338112,0.027894083193456886,0.018981660117365382,-0.030674901883138674
cases,-0.02779144980945849,0.0072495074436462635,-0.03226321100550016,-0.01916173016348583,-0.014412650746372935,0.004644180206401456,-0.02217879989370078,0.00069619857327648,0.017068132028709663,0.021659123368067443
possession,-0.02231249173190724,0.0009904588582740688,0.0021977405120634733,0.028177764685340768,-0.01613103272545002,-0.004903768271791451,-0.013532638791459583,-0.02430559942385072,0.00041631298903575624,-0.00236253872565795
5,-0.022114500596601215,0.014139249495344631,-0.0007476728324215215,0.029596503057548573,0.0011864125037733618,0.031122789440851256,-0.0054267244730536604,-0.008881996820750861,-0.006587142764064776,-0.015508164285211427
respect,-0.022198881925076137,0.002104736606366612,-0.018770353390772147,-0.026284768633121482,0.00907789620093611,0.008591050443972152,-0.01689305316938785,-0.0013665262159850296,-0.023208083170041412,-0.007363765303487049
task,-0.02182387126476938,0.02437507332741311,-0.014470595050902896,0.0120965793818973,0.0004884149579328568,-0.01961197865215287,-0.0013839015123562927,-0.03174864557525042,-0.004694361291756075,0.017374787490712997
detail,-0.01983722040062878,-0.007908157222920655,0.006723901043882782,0.008815824333802165,0.004895582205697557,0.01618685510385037,0.002946470649253703,-0.007028201632417601,-0.023957458000685692,1.0335449840288176e-05
