term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
twenty,-0.04326037764378586,-0.008586906561646625,-0.018014830562111915,0.0080822632050151,-0.017867095767076104,-0.006576552032914115,0.0026670501073040287,0.011782945746675069,0.01930496165973243,-0.007019736605474787
machine,-0.06355054609087485,-0.025152097423158028,0.0182183441270317,0.07492075493639049,0.018625137149404142,0.03936690189521132,-0.06583601242553232,0.015315878734563092,-0.07084385280611498,-0.08035109500402185
father,-0.08445082508701017,0.03952166919916605,0.07768075286303834,-0.014328811043208683,-0.01688782595904437,0.22319588519789704,0.05501597646347109,0.0059231122619159415,-0.05872429218729598,0.0130642716799453
order,-0.04690189694748676,0.03183516315541766,-0.02371698392466092,-0.006756802287481398,-0.012866616461827034,-0.021896725316928316,0.020458151679819424,0.018927742983892867,0.019857504931555893,-0.005074171161523531
light,-0.0543378303697641,-0.013570404802999994,0.030429524668719843,-0.0035821519666011654,0.039226257355914944,-0.03379928439471522,0.005444519627465074,0.05867566433530801,0.0020955468046509073,0.006939418704776395
case,-0.05233917657358257,0.013757209203001407,-0.0005355976465649925,-0.030796569733192728,-0.010195040708438787,0.044626443180349355,-0.006652184949241924,0.03436880782195971,0.02534444257257667,-0.01384487164605668
till,-0.047816034730726965,0.008921540674358325,-0.005905551556478033,-0.032729081878152384,0.01863728858941078,-0.0024835677900282038,0.04194475682172136,-0.028491087399414836,0.03403231412042221,0.0025949890839228338
society,-0.07567721084010881,0.0561466805364671,-0.04688964088169352,-0.03602097823372043,-0.010904618048092245,0.07269522963843982,0.06355539659573527,0.04630227144132007,-0.012561944190209853,-0.001162032587786584
position,-0.03182498166851889,0.0051282851507630685,0.0026141446150588664,-0.024104627652104603,0.020515541076380664,-0.002334168832133124,0.025136306663373194,-0.0030208129456401073,-0.007052691839579413,0.01128789735078216
period,-0.041701296902254256,0.030185866491704724,-0.030493503767042122,0.0013968469395355303,-0.008801321652929059,-0.01049427222623635,-0.004028881514891019,-0.027111847295623957,-0.015428194319540178,0.027952066099255067
business,-0.05891181704440893,0.050725928422226556,-0.04848772720422661,-0.02142203015438538,-0.09309613671424757,-0.01921086067166558,-0.005727776856903038,0.08061836235249141,0.018062241257585106,-0.015617286458454055
eye,-0.04311094823296931,-0.03589868964215594,0.010312975871094938,-0.010818051937357442,0.026639667569774688,-0.027398986867756124,-0.015571011665569876,0.004097602666740821,0.004906109168345432,-0.020943684224577073
name,-0.03914894144356325,0.004429492032267312,0.006763869060708483,-0.011021359471820662,0.004247001858692315,-0.003189246111444686,0.007513896141667707,0.006358368559418171,0.002310437532344425,-0.016107297161580075
indeed,-0.0592158841154549,0.0012876976291907693,-0.050017429066316524,-0.059650111256525154,0.015370769511556283,-0.03344451392610312,0.005872384245183633,-0.01746620255606898,-0.0006925357649500306,0.012556600592723581
form,-0.032132875150820944,-0.0008891030513686022,-0.018719692811393945,-0.009368940292403831,-0.0012890186269185818,-0.00037517256770216566,-0.010121976808128694,0.0055606978356273085,0.0027360928214939678,0.003576384663703163
face,-0.06319403941692062,0.019947367362774224,0.06509860607999214,0.008157083921707364,0.08012625849006728,0.01101603572551178,0.07136987405996535,0.023851065232818554,-0.00576822251672498,0.007569121386523948
century,-0.08104703550167515,0.06410521020244839,-0.06827230407201078,-0.0898769511664954,0.057670283926331535,-0.04093865914516887,0.07444259981189678,-0.03893228493638178,-0.03951841830661461,0.02229782460881518
power,-0.05539306233161897,0.014435639226772063,-0.0200236199500199,0.00978319157035568,-0.021432772403975557,0.026631964501351614,0.022158229876440512,0.037257221159399265,0.008825387350560748,-0.023729536970812756
room,-0.06187865833297001,0.01888073625972586,0.058352633087456966,-0.056696896676156114,0.05033694741088501,-0.03368665500696756,0.04441213949511296,-0.020779800027407123,-0.0015343325797825722,-0.004687649367715314
earth,-0.10091168513457352,-0.16394541031604826,-0.011688159409144512,0.018984169999514834,0.013354009706819419,0.025242243450246084,-0.04301359443867798,0.02854810720648386,-0.00926134004433391,-0.019128842289822198
none,-0.03396687718599327,0.0035309887041682702,-0.006566235377844292,-0.024862477394778194,0.034271727658994375,-0.009041416985077069,0.025628669870486242,-0.00931006936217162,-0.014670360391334557,0.0062013646059035235
money,-0.056139062930336575,0.029897366739286987,-0.05555174143381794,-0.040855251549540506,-0.03645302932000135,-0.0021586908362161055,0.056424635426556444,0.019104972634166523,0.047076256206751425,0.0002876705970664728
strength,-0.04170635008216067,0.024292268047859306,-0.00824054770463939,0.054130926573385925,-0.026162123258343647,0.03078203023738959,-0.016484074357277424,-0.006976411963530229,-0.010632582857201152,-0.01231327637374947
wonder,-0.033837749128033036,0.011661443144658001,0.0015173389147028575,0.017202616126604734,-0.0044828111076763285,0.005170834088122239,0.007303672014740276,-0.040418220081828,0.0011301548697059151,0.002934424680918501
government,-0.04081355314494163,0.013149441949189771,-0.04332486044668062,-0.007674410250368331,-0.04992880673601965,-0.01625721410580277,-0.028420958273440804,0.025655469874596055,-0.013245787379649192,-0.006465478474569379
reason,-0.03634705455991668,0.0179417254775648,0.008915164501971856,0.001777045089099862,-0.003927353116489342,0.023464176075380525,-0.00518171848866569,-0.0021144638433760353,-0.016542990127314205,-0.000690861112924286
feet,-0.04435711541020645,0.005469888459216212,0.04650492419517864,0.033542516640007757,0.021303018779989268,-0.053857480461964514,0.043439263715780954,0.01904530554736616,0.008336041845491814,0.01562337204579348
interest,-0.0429098047813329,0.01468873802953399,-0.021283795400815445,-0.036411198988267474,0.019714131331834743,0.004572319287286311,0.012228149977834238,-0.004052317986093992,-0.013364567702176354,0.009394757950704265
hands,-0.047910223800816554,0.03427056698598815,0.0408807926418953,0.02489083799435449,0.011067210272584622,-0.006721872329169305,0.021068016423502235,0.010354361568674737,0.017689293494833197,0.017826889150501565
service,-0.06858929779985837,0.06804328564669619,-0.10350775522581646,-0.03947988171708722,-0.0613957172807283,-0.09903022754017618,0.004805836592654774,-0.09061305093018449,0.01607656055033292,0.0332445809764397
talk,-0.035781431135696234,0.017349726997764936,0.02621382465944742,-0.030820054622363185,-0.014830576066178483,0.03213702734035784,0.02058751545300313,-0.005727068960453447,0.008268159062143688,0.008778539372845638
truth,-0.042249508543501145,0.0009262442857121638,0.007456692352561313,0.022556149897643978,0.020249086272280944,0.05827869767966917,0.0002377435535726955,0.007324986424141851,0.011832447091802976,0.0007361486662290037
fear,-0.031504841354661244,0.012722722574614749,0.00735399782860117,-0.001078303836040412,0.02882258209654564,-0.004348483722222545,0.013009195507255798,-0.0039165799326791925,0.008207999803617303,0.00327360387306618
difference,-0.037445375008772895,-0.01317262914545258,-0.0223963612655687,-0.01732831072631406,0.012229941627217083,-0.013543633394306233,-0.037252786049629616,0.01669856230148658,0.001337966191191088,-0.005432009577160698
chance,-0.029663954019729454,0.008038950677680404,0.02758842221248464,0.011681564727072111,-0.001033064502133777,-0.019060706376465234,0.015256714372793932,0.012831407011232775,0.006050164183517397,0.0090700616205743
line,-0.032150801948669004,0.0011944505766949302,0.022933891227407324,0.0213507246491984,0.000923166091911002,-0.041592184884043905,0.012644603024169157,0.034475868963738894,-0.0003806376028732921,0.002809094725566185
heart,-0.0405628461552094,0.013442156160641929,0.031891985477442424,-0.006356670515136847,0.031650536244510495,0.033627182454209405,0.03776051767014041,0.0026234702479894807,0.005760420909237963,0.009107680377890054
look,-0.04327087694483436,0.0006701208993516872,0.052519479875123544,-0.02891550686989933,-0.030500768847024445,-0.007088356548727518,0.00370643613267179,0.0076765017358123196,-0.001612439341134153,0.02994678577916153
answer,-0.04295297987210144,0.028585214026895876,0.006467109213745262,0.023452928080748905,-0.007065464737184227,0.07212039942653148,0.022495767860273283,0.04704022076294014,0.0027252826496635884,-0.012621889837880587
water,-0.04696326451951781,-0.0444022181331762,0.013627552873197349,0.006805658311003679,-0.002303553045745034,-0.004983562872029257,-0.0349846563084313,-0.009514570889227707,0.01722388462817906,-0.017562560404564276
feeling,-0.04179665328106566,0.007704624544069794,0.005617414260509712,-0.04270297583565546,0.06409151120416981,0.004816959653406196,0.030904062369460823,0.010568124386824094,-0.015945367394660497,-0.00273619183736073
nation,-0.0907120976975617,0.078738660235818,-0.1801236394588049,-0.14175865157133696,-0.10937271816361249,-0.1109647791400188,0.028417201455061842,-0.05161955556086403,0.020097113240817376,0.027733311351989795
history,-0.04401417206694057,-0.003544428395026527,-0.02241048653867746,-0.004832667492333305,0.03431961223365322,0.07645406375501933,0.012287265573379757,0.02274318159094149,-0.07671742503789511,0.015186479327355465
force,-0.03239925323622206,0.002659311121907363,-0.006031484998738827,-0.017034978427661676,-0.006843366348994788,-0.021485052644130545,-0.016377623996068368,0.0277239279040261,-0.00017687503621508993,-0.016259118537484386
situation,-0.030747820695113233,0.0007966740883162687,0.011256790146950859,0.0069593113899431664,0.022627253942230183,-0.02433748444828354,-0.00990241777288004,0.0026823948866460884,-0.01971625555697758,-0.006769223610949516
head,-0.052713109893816064,0.0022621126378118746,0.04589867289938802,0.013052249264261465,0.008014586182534244,0.009454774908732652,-0.007823323096577225,0.02216044297084362,0.047682083826072835,-0.004441111893526134
air,-0.05612744175293947,-0.020608957897316198,0.03323670003093554,0.008373553623123193,0.038581365647609986,-0.02314743177164065,-0.019025144241688476,0.03155918027601289,-0.02066449654790095,-0.0065588676556875055
hour,-0.04423022635492959,-0.02939384561005067,0.011663840031432539,-0.006277143400879561,0.012803695935611618,-0.04400718970240232,0.026820281551784765,0.02330321775869035,0.013024279453786654,-0.0065208343270069845
land,-0.051236327755057966,-0.024577351265269706,-0.021514829853155497,0.0525257080532442,-0.04284852400442697,-0.012958913193863315,-0.0036804766952483236,-0.04164528653484262,-0.04005387964315799,-0.025881972015852617
forth,-0.026018392897756728,-0.0008386694652033816,6.0978951091364836e-05,0.0206935228958641,0.0023102214156648284,0.005970463948878944,-0.013648679359741404,0.01263109377215429,-0.0013055960704899555,0.010124840447746345
living,-0.03721394777047658,0.016201333841783468,-0.004204872833394094,-0.02110809248430874,0.023221689768561062,0.012052299671266961,0.02108707546762242,-0.01713675869799451,-0.0025350161581434425,0.019478740722173
love,-0.07865079143462272,0.012252293523593815,-0.01237937937547837,-0.03048193711378044,0.09609871007279328,0.11817669475017331,0.06322920173859209,-0.0025246921100784453,-0.10256757984743164,0.05145515767720632
family,-0.05075707228795746,0.002039795173276687,-0.010750149319985736,-0.045305337106019423,0.047676574952143,-0.0038196488288192386,0.0023676788653536982,-0.010102018022264975,0.017515330993480287,-0.019214924461801317
1,-0.03187534355974546,0.023447866350421783,0.016140051092197433,0.06102884655081096,0.013136028665196382,0.013059442919362974,0.015596738768911397,-0.018226104308583166,-0.0032715819763091307,0.006023890556194941
ones,-0.028972257297034072,0.010384588892111146,-0.0034892572143824,-0.030767154148086596,-0.009117538816079428,-0.010212953936621208,-0.005163625965292767,-0.011612081743116906,-0.0010819585150089507,0.007609055320979493
system,-0.07579881736283008,0.06806381697623508,-0.08421420512636876,-0.06541375474982761,-0.09669510399486798,-0.06867032837514145,-0.027189466937302044,0.028510561073161002,0.003798367595553223,0.015166992281567232
rest,-0.04480301749085394,-0.008452723639915956,-0.010231650580137372,0.011483487976546677,-0.0015429872148812985,0.010041550482931292,-0.019537213245693543,0.01660988139624009,-0.0005992018985940368,-0.019977576029898702
idea,-0.03882718760162537,0.03279875804338219,-0.020549431146108087,-0.027178528281841335,-0.024676487940034787,-0.027866379190180292,0.014721769362439489,-0.031785198194606304,-0.004790268026264113,0.012353949891255035
anything,-0.04261402951504017,0.026468722335278305,0.0628903604393174,-0.044060182381321686,-0.027865154312048102,5.818120130936547e-05,0.031148094185924145,-0.028403982273471764,0.025560584946799546,0.012321100919320899
friends,-0.04426812780645164,-0.005932500229477672,-0.009685709779627578,-0.04829894710768545,0.0444125923592227,-0.006095927323598039,0.019256064879776137,-0.012878750275803725,0.011753235836973405,0.00019454866770931152
sun,-0.038980474439887454,-0.03808151451507388,0.016406321721421358,0.0025637028985105795,0.021797488897485534,-0.019390394274699935,-0.022988329344944672,0.027098857892652196,0.021514847859623126,0.002134409657987863
persons,-0.04138843374791005,0.011108385369946738,-0.04328708150201598,-0.040459912083373364,0.008813921938261093,-0.015522948113106737,-0.04269118543097413,-0.0019217218643249225,0.02228506373780215,0.0080458172302088
rate,-0.026918349167531982,0.003607888076375466,-0.0037269455727744353,-0.019444452122733526,-0.01028380063466016,-0.0015358533445856241,-0.0009586190943471355,0.003157761925916241,0.002273395039419499,-0.006108493095846619
evening,-0.041833758534605345,0.00043518423250000197,0.013040839175607001,-0.022027200142411996,0.043044856723013045,-0.01597852222402262,0.021319215630121673,-0.006099114035806388,-0.027832420620383058,-0.0073276668841371455
matter,-0.03613214190799824,0.014779873948441786,0.015363202578740366,0.0015526014215167263,0.007999067229386574,0.015785214451794094,-0.0022493836762797572,0.007703035680124174,-0.0012557788831416671,-0.0015939532299544675
means,-0.039169436449020656,4.084992705922522e-05,-0.01883204153038606,-0.022793392581551903,0.007677173114890969,-0.00046735139324312385,-0.014763023397511567,0.005055483825864235,-0.0012845029354003619,-0.02141656233235806
sort,-0.04090489269817268,0.020941152402776133,-0.0047471549506342605,-0.055889370373117406,-0.025051737633611258,-0.009876497652846435,-0.008457212987348733,-0.029404438107209427,0.019023895081606897,0.011382421113880836
state,-0.04123709845858545,-0.001923628823056147,-0.015340795382213699,8.828743153213293e-05,0.011562218502313662,-0.001970148447980517,-0.027774075897542765,0.0039933904168594605,0.00882374777516711,-0.007028015424522105
army,-0.05695739090921172,0.05396343475331656,-0.07769911784570782,-0.004419391273340394,-0.07178931182975062,-0.03641055490117814,-0.026106561977713483,-0.015102932230456228,0.01473274285518569,0.01549567669294578
existence,-0.02926303791769357,0.01392806947746649,-0.025225477865199648,-0.005478152483374089,0.00405729558642545,-0.01028635516443814,-0.00498313797921507,-0.02267882153625268,-0.01336023178953748,0.019580328821890272
kind,-0.036248742417530955,0.004796597339029181,0.028011404403476447,-0.02121807279192084,0.0034310241014119053,-0.01241084743151521,0.0025095690066190327,0.03764137951637994,0.007202721711874451,0.0013323198218717746
everything,-0.029860470703799217,0.025090449518113355,0.020397984753534125,0.007310561441330617,0.018292938526972106,-0.0360423158809083,0.03205944738454896,0.013690377315359986,-0.0014058957047490012,0.008294683765161747
effort,-0.035494674394710025,0.028019153027240205,-0.006867239411446629,-0.014384317373088863,0.009898319979484586,-0.03377665089561508,0.034610809526453075,-0.026887918251265585,-0.007293577476025327,0.0196168355268021
character,-0.058982792682604514,-0.09483510817405932,-0.015724228639584236,0.0021730713855706127,0.04755954977200691,0.060468801972419564,-0.18618816853424358,0.03223983624258201,-0.036877908823176,0.11214282274922438
account,-0.03754661881582308,-0.010987883284299437,-0.02960848370412728,-0.03660757833867069,0.04341989704496683,-0.002334917771925143,-0.06987200934692192,0.00031527658416951427,0.023969004400250637,0.08384486265034789
others,-0.051006998167906256,-0.0037238070669525403,-0.02442439929210438,-0.021944446150156217,0.017411003268176687,-0.0011907889932868958,-0.037656768991149725,0.017930175323620446,0.023831349105128154,0.012066892683707057
hours,-0.04916928490550128,-0.016465416386034392,0.0067026996665259546,-0.003014956010398268,0.015390911045637133,-0.01762080562074102,-0.003490013709720346,0.00238122350212669,-0.0026294837122311353,-0.009199717844072551
eyes,-0.07475960384916257,0.02323418919626869,0.09375646392377303,-0.002303511616036017,0.07831731542357519,0.011125915434907183,0.07637947510525044,0.04310559615679064,-0.038169298982229274,0.026962520992366158
street,-0.06319271137258455,0.043253963168388844,0.04728684590259915,0.11682569916017457,0.06888292905526182,-0.04787545876627747,0.01923089356454222,-0.027834408582399377,0.03231927280345818,0.02986104196569057
care,-0.036729759055297434,-8.235982786971431e-05,0.05391869027711685,-0.050555004571711235,-0.03606897082861827,0.016805249973242564,0.014245612619917677,-0.053125821047107495,0.011552877166778221,0.01640978233143323
subject,-0.038278568698537,-0.014776692402438505,-0.030212887517918632,-0.03655625525807744,0.018040129508369203,-0.004899320684651457,-0.05052657069761408,0.00944977205142203,-0.018697810649897752,-0.01630729314196131
woman,-0.04260437667408935,0.010623834912176531,0.012670616234303829,0.01749416357999615,0.05247295259686815,-0.004766538399242616,0.005474589969140225,-0.05781257138280344,-0.017660870972743433,0.03934700246606833
mine,-0.041562144022226556,-0.003330401739350498,0.027365889491260748,-0.019654222622861716,0.06170111398868961,0.03554329244334532,0.0442791831245693,-0.002007621040356952,-0.024290380296750454,0.010915778163241524
self,-0.03894744853063275,0.010014869640100699,-0.027568195063605336,-0.025054009358984573,0.007718609321544494,-0.013088062076199185,-0.034488450832666946,-0.027129820793617646,-0.0074831162537440255,0.025376822105012395
view,-0.051459350716650476,-0.08640178618108839,-0.018569156327958688,-0.010509206791769036,-0.03497614700858761,-0.024351906565158146,0.008779733382732809,-0.02782229630280792,-0.11930532530302113,-0.01670275924994643
conversation,-0.02982751899768761,0.0022537024156550076,-0.0020456931289321266,-0.029219035515015826,0.03639147529199079,0.009614670301191234,0.01840865395403398,-0.0072288568716440335,-0.02243180420003774,0.002529856789784709
field,-0.034459064719871944,0.009793874114787859,-0.0021712951511694075,0.032171382066585555,-0.041035421061692966,0.009756224148042461,-0.05974038165369864,0.05866733754097844,0.03132966110885086,0.06075964787412485
forty,-0.03976430368084152,0.004332330820960852,-0.03008594704522971,-0.0070362399232946505,-0.026410214315542586,-0.04654617596498628,-0.003302417252783476,-0.01232861219152901,0.023638925066912033,0.01767439391948525
classes,-0.03773122093382549,0.030416650041418806,-0.0395758964507727,-0.02480659970948395,-0.02840239854170471,-0.014139819063967518,-0.011158189491763094,0.006420689084819517,0.014953853254640262,-0.0066912059664940475
voice,-0.03707861748937202,0.02398639627415458,0.03836375445969407,0.01623661179676827,0.0033063310411620087,-0.010396918762783952,0.014159283825209666,-0.008067628336357276,-0.03420391404586064,0.024209106016353062
danger,-0.02501439049019761,0.002325047751730524,0.0015558721841764174,0.0036881328259675745,0.018288974348230635,-0.016137707390426755,0.002103201291204303,-0.013337023505382364,-0.008075757037549869,-0.007902047281661648
circumstances,-0.035950510269017896,-0.004907177673739021,-0.012586723664140556,-0.037209667951484345,0.04170125421891246,0.005057897470402815,-0.0006658078572895379,-0.01801983703502734,-0.045255313350148006,0.014675111916377631
revolution,-0.04742040804530305,0.04392226688720489,0.006478910321659543,0.10436679675347164,0.010745839182224572,0.02826897011057426,-0.02818720850034146,-0.06967312168507425,-0.013151391860732501,0.013658612878704872
table,-0.0400753950014785,0.0001853425929296681,-0.018077854182487422,-0.017360507439942923,-0.0064533777886501146,-0.00816091418581018,0.015425256342730467,0.009882212351862455,0.03790505514572966,-0.001180474838469069
length,-0.0409151143794394,-0.03889636348030854,0.0066051055913258026,-0.0020374932850585775,0.024978279935855677,-0.012186843371684696,-0.014274345786683636,0.013389031040372012,0.01671521548521947,0.0007819781518947646
science,-0.04910018350947995,-0.0326702235425588,0.0018585933037935463,0.007454732407073068,0.024376986420958497,0.05143508876179939,-0.055616374953731784,0.03001710824349932,0.007914474677607499,0.004983519326476451
experience,-0.03904194936994263,0.009716024317079915,-0.0013464475353543153,-0.046494995628690576,0.06772227960737218,0.006430180564284759,0.03723115299911098,-0.01601168373988544,-0.01854096925816588,6.572654383813409e-05
hand,-0.05312431853948914,0.01780970133188222,0.02375952104752409,0.029257742811691995,0.044534421932687286,-0.020987852288388762,-0.007199253624563031,0.010602940957866729,0.02478003561440309,0.024710846709065273
times,-0.04261579641724622,0.013236650691640884,-0.012287893573964736,0.0037487098744024092,0.005701543839728661,0.012682009389508503,-0.0025756027234058202,0.009350135708235148,0.005771239164508273,-0.007321871518933103
night,-0.07261276158767684,-0.004319848257511334,0.035846803020898196,0.008314482590983503,0.0835752524984357,-0.000589094466913461,0.061250236906473285,-0.011094073524525818,0.04882706000816966,0.008883969791747002
object,-0.04520395960138176,-0.032496000566408195,0.02562645510119409,-0.014172279894605943,0.007712213779474648,-0.036630018079884516,-0.02150974287132648,0.04512669604113625,-0.015561848297852626,-0.013780645461360607
thirty,-0.03463414106093549,-0.01435063015214631,0.0025421298303863827,-0.0009725374732623291,0.023834690501544676,-0.013341951894802973,-0.013761465233472834,0.00399357485217456,0.03614437760041058,0.009306421107327911
point,-0.04072873644296102,0.010063619316465452,0.009017338946619642,-0.03895011523936577,-0.018115456588743573,-0.003404438124186802,0.00980472810159825,-0.020830110503773706,0.014080239742303234,0.0035206670121935074
however,-0.05780914669213468,-0.01845911006688993,-0.03319243591078926,-0.04746846975686468,0.019592789423540702,-0.018357986480647563,-0.009830153659998944,-0.012723233084768715,-0.003047674502420128,-0.0014792622432014864
law,-0.04501228502216154,0.030466338685688966,-0.012012289420725051,0.03245194599716489,-0.02916625217409895,0.0525596946401226,-0.005321704860472377,0.025039351540055536,-0.003307089291055427,-0.01051408606075397
condition,-0.033336644221437006,0.014015698408722379,-0.020063975766274816,-0.03269941086545263,0.02801601985188147,-0.01409042127339957,0.026911061050112296,-0.022884683170736633,-0.0015413768098065331,0.00013325402947862055
mind,-0.05069028261439911,-0.00821461659785584,0.019127517058788963,-0.018970497801352855,0.029884236602982058,0.0420360385117236,0.011238040161298686,-0.006901484950107384,-0.030105714132557766,0.008612755612084046
fire,-0.03824805027612871,-0.01795586395688231,0.04011855581841095,0.01073197367252316,0.021910930900084925,-0.0440216221582312,0.0007028468269733623,0.041280297363405126,0.048249981844931754,-0.0126454589503564
party,-0.04013647449477497,-0.0006313301574053002,-0.01872841650788907,0.008328791502175718,-0.003252527086977246,0.029645896463581903,-0.027183261334443577,0.0024213370522024593,0.042833234763878965,-0.032305455521941896
