term_str,n,tfidf_x,dfidf,syu_sentiment,weighted_sentiment
aching,1.5,0.030490053815785845,11.614709844115207,-0.75,-0.022867540361839384
acid,2.5,0.052901006375018655,11.614709844115207,-0.4,-0.021160402550007465
acknowledgment,1.0,0.021140853795209948,6.807354922057604,0.4,0.00845634151808398
acquire,1.1666666666666667,0.01942696091983197,25.33435452801869,0.8000000000000002,0.015541568735865577
acquired,1.3333333333333333,0.02059386852083513,32.73686928553762,0.8,0.016475094816668104
acquiring,1.0,0.05080115613475823,6.807354922057604,0.8,0.04064092490780659
acquit,1.3333333333333333,0.036015273086799325,15.667177264009345,-0.25,-0.009003818271699831
acrid,1.0,0.016324592139226865,6.807354922057604,-0.5,-0.008162296069613433
action,1.368421052631579,0.013758502587108257,48.62912076366635,0.25,0.003439625646777064
active,1.3,0.033310284050202754,34.854268271702416,0.25,0.008327571012550689
actual,1.5,0.020485120958392233,44.91767875292167,0.4,0.008194048383356894
acute,1.0,0.03294169349773261,22.42713413585121,-0.25,-0.008235423374433153
adapt,1.0,0.04508182067587817,6.807354922057604,0.8,0.036065456540702534
addicted,1.0,0.004678594448149556,6.807354922057604,-0.5,-0.002339297224074778
additional,1.3333333333333333,0.019319033964376554,32.73686928553762,0.25,0.004829758491094138
addresses,1.0,0.016940708845121392,11.614709844115207,-0.25,-0.004235177211280348
adept,2.0,0.06981902484161645,6.807354922057604,1.0,0.06981902484161645
adequate,1.0,0.022266242216844055,28.0,0.5,0.011133121108422028
adhered,1.0,0.028967467753436612,6.807354922057604,0.6,0.017380480652061967
adjudicate,1.0,0.0352712690262052,6.807354922057604,0.4,0.01410850761048208
adjustments,1.0,0.021075402235472458,6.807354922057604,0.4,0.008430160894188984
admirable,1.0,0.08935519398314613,22.42713413585121,0.5,0.04467759699157307
admiration,1.3076923076923077,0.016062200878465913,40.389897650914655,0.75,0.012046650658849436
admire,1.0,0.01676905631842835,22.42713413585121,1.0,0.01676905631842835
admired,1.0,0.02451966164770002,15.667177264009345,0.5,0.01225983082385001
admirer,1.0,0.02627977635347647,11.614709844115207,0.5,0.013139888176738236
admires,1.0,0.026800609929360644,6.807354922057604,1.0,0.026800609929360644
admiring,1.0,0.051031598517516354,11.614709844115207,0.75,0.03827369888813727
admit,1.2,0.017829461451063882,49.70853654340483,0.6,0.01069767687063833
admitted,1.625,0.025076631113264688,30.458839376460833,0.6,0.015045978667958815
adopt,1.0,0.03052800793928289,11.614709844115207,0.5,0.015264003969641445
adorable,1.0,0.04420360338998444,6.807354922057604,0.75,0.03315270254248833
adorn,1.0,0.028844724246006797,6.807354922057604,0.4,0.01153788969840272
adrift,1.0,0.026060816364857135,11.614709844115207,-0.8,-0.02084865309188571
adulteration,1.0,0.015867960191276467,6.807354922057604,-1.0,-0.015867960191276467
advance,1.1333333333333333,0.019352058408208368,43.506964896736285,0.8,0.015481646726566696
advanced,1.2727272727272727,0.015924871700724492,36.82715633762338,0.75,0.011943653775543371
advancement,1.5,0.013418833448901345,11.614709844115207,1.0,0.013418833448901345
advances,1.0,0.014759273182735113,19.229419688230415,0.8,0.011807418546188091
advantage,1.1176470588235294,0.01720919894120181,46.2381653737235,0.75,0.012906899205901358
advantageous,1.0,0.018320210272972638,19.229419688230415,0.5,0.009160105136486319
advantageously,2.0,0.009357188896299112,6.807354922057604,1.0,0.009357188896299112
advantages,1.0,0.014346894723373799,34.854268271702416,0.75,0.01076017104253035
adventure,1.8333333333333333,0.07733567298945172,25.33435452801869,0.5,0.03866783649472586
adventures,2.0,0.3343617568114304,28.0,0.25,0.0835904392028576
adversaries,1.0,0.02931019056707039,11.614709844115207,-0.6,-0.017586114340242234
adversary,1.0,0.03328680311059821,11.614709844115207,-0.75,-0.024965102332948658
adverse,1.0,0.02359589492085985,11.614709844115207,-0.5,-0.011797947460429925
advisable,1.0,0.004678594448149556,6.807354922057604,1.0,0.004678594448149556
advise,1.0,0.034511975601419255,11.614709844115207,0.8,0.027609580481135404
advocate,1.0,0.015297426791140684,6.807354922057604,0.6,0.00917845607468441
advocated,2.0,0.043358948548137606,6.807354922057604,0.6,0.026015369128882564
advocates,1.3333333333333333,0.031981416672804165,15.667177264009345,0.6,0.0191888500036825
affectation,1.0,0.028136930068711104,11.614709844115207,-0.4,-0.011254772027484441
affection,1.3333333333333333,0.02147593447002742,25.33435452801869,1.0,0.02147593447002742
affectionate,1.0,0.018724988750420377,15.667177264009345,0.5,0.009362494375210188
affiliated,1.0,0.01933907648311819,6.807354922057604,0.25,0.004834769120779548
affinity,1.0,0.02210180169499222,6.807354922057604,0.8,0.01768144135599378
affirmation,1.0,0.015297426791140684,6.807354922057604,0.5,0.007648713395570342
affirmative,1.0,0.02599813098993046,11.614709844115207,0.5,0.01299906549496523
afflicted,1.0,0.037198660776271056,6.807354922057604,-0.5,-0.018599330388135528
affliction,2.0,0.09454659613968894,6.807354922057604,-0.75,-0.0709099471047667
affluent,1.0,0.013533508791367005,6.807354922057604,0.5,0.006766754395683502
afford,1.4705882352941178,0.017761069825649317,46.2381653737235,0.5,0.008880534912824659
afraid,1.4285714285714286,0.019359755821286732,50.715787484855724,-0.75,-0.01451981686596505
aggravate,1.0,0.004678594448149556,6.807354922057604,-0.5,-0.002339297224074778
aggravated,1.0,0.021075402235472458,6.807354922057604,-0.75,-0.015806551676604344
aggressiveness,1.0,0.022540910337939084,6.807354922057604,-1.0,-0.022540910337939084
aghast,1.0,0.019962917659992974,6.807354922057604,-1.0,-0.019962917659992974
agility,1.0,0.022475013222940588,19.229419688230415,0.75,0.016856259917205442
agitated,1.2,0.01969179889500275,22.42713413585121,-0.5,-0.009845899447501374
agitation,1.0,0.03772299410323608,19.229419688230415,-1.0,-0.03772299410323608
aglow,1.0,0.01791409190015159,6.807354922057604,0.8,0.014331273520121271
agonies,1.0,0.017321513796584236,6.807354922057604,-1.0,-0.017321513796584236
agonized,1.0,0.020805675487545906,15.667177264009345,-1.0,-0.020805675487545906
agonizing,1.0,0.016324592139226865,6.807354922057604,-1.0,-0.016324592139226865
agony,1.6,0.020867767552952877,22.42713413585121,-0.5,-0.010433883776476438
agree,1.4444444444444444,0.018849475987097644,47.473738571075245,0.5,0.009424737993548822
agreeable,1.2727272727272727,0.01781150107389143,36.82715633762338,0.75,0.013358625805418576
agreeably,1.0,0.041891687601542486,15.667177264009345,1.0,0.041891687601542486
agreed,1.6818181818181819,0.014546992565624455,51.65431267524675,0.5,0.007273496282812228
agreement,1.0,0.11097580210680123,19.229419688230415,0.5,0.055487901053400616
ahead,2.076923076923077,0.018881539005154418,40.389897650914655,0.8,0.015105231204123536
aid,1.4166666666666667,0.016998548253738685,38.66870905603738,1.0,0.016998548253738685
aiding,1.0,0.016514041917534937,11.614709844115207,0.1,0.0016514041917534941
alarm,1.1666666666666667,0.013796666850530657,38.66870905603738,-0.75,-0.010347500137897992
alarmed,1.1111111111111112,0.012532288591853062,32.73686928553762,-0.75,-0.009399216443889795
alarming,1.0,0.032229848000508626,19.229419688230415,-0.75,-0.02417238600038147
alas,1.3333333333333333,0.015254285448051559,25.33435452801869,-0.4000000000000001,-0.006101714179220623
alert,1.3333333333333333,0.018127640613028705,25.33435452801869,-0.25,-0.004531910153257176
alien,1.3333333333333333,0.04241881551286993,15.667177264009345,-0.6,-0.025451289307721957
alive,1.7058823529411764,0.021851178926214625,46.2381653737235,0.5,0.010925589463107312
alleviate,1.0,0.0776095962209733,11.614709844115207,1.0,0.0776095962209733
allied,1.5,0.0288713052981157,11.614709844115207,1.0,0.0288713052981157
allies,1.6666666666666667,0.026313094126533057,15.667177264009345,0.25,0.006578273531633264
allow,1.1111111111111112,0.02072222883652168,32.73686928553762,0.25,0.00518055720913042
almighty,1.0,0.04538236614705069,6.807354922057604,1.0,0.04538236614705069
alone,1.92,0.011362047010603877,58.17493661414398,-0.6,-0.0068172282063623255
alter,1.0,0.017321513796584236,6.807354922057604,-0.25,-0.004330378449146059
altercation,2.0,0.07691926465601812,6.807354922057604,-0.75,-0.05768944849201359
altruistic,1.0,0.021679474274068803,6.807354922057604,1.0,0.021679474274068803
amaze,1.0,0.05277019319424499,6.807354922057604,0.5,0.026385096597122494
amazed,1.0,0.012034268563741506,19.229419688230415,0.5,0.006017134281870753
amazement,1.0,0.021888376380107336,22.42713413585121,0.8,0.01751070110408587
amazing,1.1666666666666667,0.07211324739385323,25.33435452801869,0.5,0.03605662369692662
amazingly,1.0,0.01791409190015159,6.807354922057604,0.5,0.008957045950075794
ambition,1.1666666666666667,0.015332784623731513,38.66870905603738,0.6,0.009199670774238907
ambitions,1.0,0.018200279957809515,11.614709844115207,-0.25,-0.004550069989452379
ambitious,1.3333333333333333,0.03715616440986549,15.667177264009345,0.5,0.018578082204932744
ambitiously,1.0,0.030254910764700462,6.807354922057604,0.8,0.02420392861176037
ameliorate,1.0,0.016635872716385173,11.614709844115207,0.5,0.008317936358192586
amen,1.0,0.015192971045579233,11.614709844115207,0.6,0.00911578262734754
amenable,1.0,0.034909512420808225,6.807354922057604,0.5,0.017454756210404113
amends,1.0,0.030254910764700462,6.807354922057604,0.8,0.02420392861176037
amiable,1.1428571428571428,0.01982323171374287,28.0,0.5,0.009911615856871435
amiably,1.0,0.021679474274068803,6.807354922057604,0.8,0.017343579419255042
amicable,1.0,0.0175048966718096,11.614709844115207,0.5,0.0087524483359048
amity,1.0,0.029726440707675123,6.807354922057604,-0.4,-0.01189057628307005
ample,1.0,0.020442969693367476,15.667177264009345,1.0,0.020442969693367476
amply,1.0,0.022893560072145384,15.667177264009345,1.0,0.022893560072145384
amused,1.1538461538461537,0.021046729145837086,40.389897650914655,0.5,0.010523364572918543
amusement,1.3333333333333333,0.03081734619203295,25.33435452801869,0.5,0.015408673096016475
amusements,1.0,0.031662115916546996,6.807354922057604,0.25,0.007915528979136749
amusing,1.1666666666666667,0.016525508200891548,25.33435452801869,0.5,0.008262754100445774
analyze,1.3333333333333333,0.02969714850938268,15.667177264009345,0.25,0.00742428712734567
anarchism,1.0,0.020199866237559656,6.807354922057604,-0.5,-0.010099933118779828
anarchist,2.0,0.03885011540766,15.667177264009345,-0.5,-0.01942505770383
anarchistic,1.0,0.02246651789457955,6.807354922057604,-0.8,-0.017973214315663642
anarchy,1.4,0.026512800791778406,22.42713413585121,-0.5,-0.013256400395889203
ancestor,1.0,0.0352712690262052,6.807354922057604,0.25,0.0088178172565513
ancestors,1.8333333333333333,0.030407312235296028,25.33435452801869,0.25,0.007601828058824007
ancient,1.2173913043478262,0.01620147487627728,52.5272382180136,0.25,0.00405036871906932
anecdotes,2.0,0.15471261186494553,6.807354922057604,0.4,0.06188504474597822
angel,1.0,0.0812217471616448,11.614709844115207,0.5,0.0406108735808224
angelic,1.0,0.044615126383002725,11.614709844115207,0.75,0.033461344787252045
anger,1.0,0.01563217782791234,36.82715633762338,-0.75,-0.011724133370934253
angrily,1.1666666666666667,0.023579707675699762,25.33435452801869,-0.5,-0.011789853837849881
angry,1.625,0.02039755009834015,44.91767875292167,-0.75,-0.015298162573755112
anguish,1.3333333333333333,0.06508680569989592,15.667177264009345,-1.0,-0.06508680569989592
animated,1.0,0.023933132854993287,22.42713413585121,0.4,0.009573253141997315
animation,1.0,0.03122887974009606,11.614709844115207,0.25,0.007807219935024015
animosity,1.0,0.024345422663767397,15.667177264009345,-0.75,-0.018259066997825552
annihilated,1.5,0.027695177071623653,11.614709844115207,-1.0,-0.027695177071623653
annihilation,1.0,0.016416932380838283,15.667177264009345,-0.5,-0.008208466190419142
annoyance,1.0,0.04420360338998444,6.807354922057604,-1.0,-0.04420360338998444
annoyed,1.0,0.01973216909968346,11.614709844115207,-0.5,-0.00986608454984173
annoying,1.0,0.028967467753436612,6.807354922057604,-0.75,-0.021725600815077458
anomalous,1.0,0.020199866237559656,6.807354922057604,-0.25,-0.005049966559389914
antagonism,1.0,0.019962917659992974,6.807354922057604,-0.5,-0.009981458829996487
antagonistic,1.0,0.029532842981444322,15.667177264009345,-0.75,-0.022149632236083242
antediluvian,1.0,0.015297426791140684,6.807354922057604,-0.4,-0.006118970716456274
anticipation,1.0,0.015570929025161391,15.667177264009345,0.25,0.0038927322562903478
antiquated,1.0,0.01430267483226396,11.614709844115207,-0.5,-0.00715133741613198
antique,1.0,0.017321513796584236,6.807354922057604,0.25,0.004330378449146059
anxieties,1.0,0.030526255255863693,6.807354922057604,-1.0,-0.030526255255863693
anxiety,1.2307692307692308,0.026497056898264443,40.389897650914655,-1.0,-0.026497056898264443
anxious,1.3571428571428572,0.014592430176677362,42.0,-0.75,-0.010944322632508023
anxiously,1.0,0.019013584208582655,22.42713413585121,-1.0,-0.019013584208582655
apathetic,1.0,0.0382435669778517,6.807354922057604,-0.75,-0.02868267523338878
apathy,1.0,0.018411763283951475,15.667177264009345,-1.0,-0.018411763283951475
apologetic,1.0,0.017040615550363996,11.614709844115207,0.6,0.010224369330218397
apologist,1.0,0.03845963232800906,6.807354922057604,-0.4,-0.015383852931203625
apologists,1.0,0.034909512420808225,6.807354922057604,-0.4,-0.013963804968323291
apologize,1.0,0.06141923274396658,15.667177264009345,0.8000000000000002,0.04913538619517327
apology,1.0,0.01624005653890049,19.229419688230415,0.6,0.009744033923340294
appalled,1.5,0.03536911922139295,11.614709844115207,-0.5,-0.017684559610696475
appalling,1.0,0.062452797450069764,6.807354922057604,-0.75,-0.04683959808755232
appeal,1.8,0.03518586433117511,34.854268271702416,0.6,0.021111518598705067
appealing,1.0,0.00938414687963979,11.614709844115207,0.5,0.004692073439819895
appearing,1.0,0.020103664441762044,11.614709844115207,0.25,0.005025916110440511
appeased,1.0,0.022646421742693396,15.667177264009345,0.6,0.013587853045616036
applaud,1.0,0.062452797450069764,6.807354922057604,0.5,0.031226398725034882
applause,1.0,0.016603304687945374,6.807354922057604,0.5,0.008301652343972687
appreciable,1.0,0.014491025369043457,11.614709844115207,0.8,0.011592820295234764
appreciate,1.0,0.021313524699083475,25.33435452801869,0.5,0.010656762349541738
appreciated,1.0,0.02618213431560617,6.807354922057604,0.75,0.019636600736704625
appreciation,1.0,0.029542840467706825,22.42713413585121,0.75,0.022157130350780117
apprehension,1.0,0.018853519102018195,25.33435452801869,-0.75,-0.014140139326513645
apprehensions,1.25,0.015323038088613954,19.229419688230415,-1.0,-0.015323038088613954
apprehensive,1.0,0.018365904533805825,19.229419688230415,-0.75,-0.013774428400354368
apprehensively,1.0,0.017179269210127673,15.667177264009345,-1.0,-0.017179269210127673
approbation,1.0,0.004678594448149556,6.807354922057604,0.6,0.0028071566688897334
appropriate,1.0,0.022619925500450364,19.229419688230415,1.0,0.022619925500450364
appropriation,1.0,0.029726440707675123,6.807354922057604,-0.4,-0.01189057628307005
approval,1.0,0.015887529439123037,15.667177264009345,1.0,0.015887529439123037
approve,1.5,0.028954438274795158,11.614709844115207,0.5,0.014477219137397579
approved,1.1666666666666667,0.019077589712353377,25.33435452801869,1.0,0.019077589712353377
approves,1.0,0.030526255255863693,6.807354922057604,1.0,0.030526255255863693
apropos,1.0,0.022767073317918406,6.807354922057604,0.6,0.013660243990751043
apt,1.0,0.022177676017337614,11.614709844115207,0.5,0.011088838008668807
aptitude,2.5,0.0935972982113372,11.614709844115207,0.4,0.03743891928453488
arbitrary,1.0,0.020103664441762044,11.614709844115207,-0.5,-0.010051832220881022
arcade,1.0,0.039577644895683745,6.807354922057604,0.6,0.023746586937410247
ardent,1.0,0.017907746490593943,15.667177264009345,0.75,0.013430809867945459
ardor,1.0,0.031959412779613165,6.807354922057604,0.75,0.023969559584709872
arduous,2.0,0.07186586898341339,11.614709844115207,-0.5,-0.035932934491706696
argue,1.0,0.1512745538235023,6.807354922057604,-0.5,-0.07563727691175115
argument,1.2857142857142858,0.025190892258850194,50.715787484855724,-0.8,-0.020152713807080155
argumentative,1.0,0.2618213431560617,6.807354922057604,-0.5,-0.13091067157803085
arid,1.0,0.0125411975405323,11.614709844115207,-0.25,-0.003135299385133075
aristocratic,1.3333333333333333,0.030750549798908372,15.667177264009345,-0.25,-0.007687637449727093
aroused,1.1666666666666667,0.025053657293599003,25.33435452801869,0.8000000000000002,0.020042925834879204
arrest,1.1666666666666667,0.021048234411278417,25.33435452801869,-0.5,-0.010524117205639208
arrested,1.2,0.02217383890082893,22.42713413585121,-0.5,-0.011086919450414465
arrogance,1.0,0.013161210877644092,11.614709844115207,-0.5,-0.006580605438822046
arrogant,1.0,0.017321513796584236,6.807354922057604,-0.75,-0.012991135347438176
arson,1.0,0.02246651789457955,6.807354922057604,-1.0,-0.02246651789457955
art,1.7916666666666667,0.019649009149546186,53.33741811207475,0.6,0.011789405489727713
artillery,1.5,0.07757610049537081,11.614709844115207,-0.6,-0.046545660297222485
artisans,1.0,0.022767073317918406,6.807354922057604,0.6,0.013660243990751043
artist,1.0,0.013269580399248998,25.33435452801869,0.6,0.007961748239549397
artistic,1.0,0.027111945776759332,22.42713413585121,0.6,0.0162671674660556
ascendancy,1.0,0.02767217447990896,6.807354922057604,0.1,0.0027672174479908963
ascension,1.0,0.01901495788284247,6.807354922057604,0.5,0.009507478941421234
ascent,1.5,0.01703295827094117,25.33435452801869,0.8000000000000002,0.013626366616752936
ash,2.0,0.01962463957996921,11.614709844115207,-0.4,-0.007849855831987685
ashamed,1.0,0.0313645135047059,11.614709844115207,-1.0,-0.0313645135047059
ashes,1.0,0.07127893999880885,22.42713413585121,-0.4,-0.028511575999523548
aspiration,1.0,0.02618213431560617,6.807354922057604,0.5,0.013091067157803084
aspirations,1.3333333333333333,0.030967598087872417,15.667177264009345,0.8000000000000002,0.024774078470297934
assassination,1.5,0.04199658817381882,11.614709844115207,-0.5,-0.02099829408690941
assault,1.0,0.02481525991550868,19.229419688230415,-0.75,-0.01861144493663151
assaulted,1.0,0.0222409337440504,11.614709844115207,-1.0,-0.0222409337440504
assembled,1.0,0.0165923745183395,28.0,0.25,0.004148093629584875
assembly,1.3333333333333333,0.022523839455212195,15.667177264009345,0.25,0.005630959863803049
assent,1.0,0.017321513796584236,6.807354922057604,0.4,0.006928605518633695
assist,1.0,0.03775483126423627,25.33435452801869,0.8000000000000002,0.030203865011389015
assistance,1.1428571428571428,0.0177250007417861,28.0,0.8,0.014180000593428879
assurance,1.0,0.016202355482196878,22.42713413585121,0.5,0.008101177741098439
assurances,1.0,0.025591559857359412,6.807354922057604,0.8,0.02047324788588753
assure,1.2222222222222223,0.025384490689450295,32.73686928553762,0.8,0.020307592551560234
assured,1.1875,0.014116337856473137,44.91767875292167,0.8,0.01129307028517851
assuredly,1.0,0.026891089741343334,11.614709844115207,0.8,0.021512871793074668
assuring,1.0,0.023636649034922234,6.807354922057604,0.8,0.018909319227937788
astonish,1.0,0.054108479819409694,11.614709844115207,0.25,0.013527119954852423
astonished,1.1428571428571428,0.02091950981983964,28.0,0.5,0.01045975490991982
astonishing,1.0,0.023983851431637337,22.42713413585121,0.5,0.011991925715818669
astonishment,1.1666666666666667,0.025916786056961575,25.33435452801869,0.5,0.012958393028480788
astounded,1.0,0.016971586198036986,11.614709844115207,0.5,0.008485793099018493
astounding,1.1666666666666667,0.032932925382854555,25.33435452801869,0.75,0.02469969403714092
astray,1.0,0.0504206097164448,11.614709844115207,-0.5,-0.0252103048582224
athletic,1.0,0.03457446794392504,11.614709844115207,0.5,0.01728723397196252
atrocities,1.0,0.0352712690262052,6.807354922057604,-0.5,-0.0176356345131026
attack,3.0714285714285716,0.04248779033151824,42.0,-0.75,-0.03186584274863868
attacked,1.3333333333333333,0.014253569909313452,25.33435452801869,-1.0,-0.014253569909313452
attacking,1.0,0.015867960191276467,6.807354922057604,-0.5,-0.007933980095638234
attacks,1.0,0.01810466734589788,6.807354922057604,-0.5,-0.00905233367294894
attain,1.0,0.024389540139139864,28.0,0.8,0.019511632111311895
attainable,1.0,0.040280206639394106,6.807354922057604,0.8,0.032224165311515285
attainment,1.5,0.02529755504547164,11.614709844115207,0.8,0.020238044036377315
attendance,1.3333333333333333,0.020101074353720688,15.667177264009345,0.4000000000000001,0.008040429741488275
attendant,2.0,0.009357188896299112,6.807354922057604,0.4,0.003742875558519645
attendants,1.75,0.032117111971721415,19.229419688230415,0.4,0.012846844788688567
attention,1.45,0.0173001768635526,49.70853654340483,0.25,0.00432504421588815
attract,1.25,0.02042266104187459,19.229419688230415,0.8,0.016338128833499672
attracted,1.6363636363636365,0.020435491041888798,36.82715633762338,0.8,0.01634839283351104
attraction,1.8888888888888888,0.10029755020202409,32.73686928553762,1.0,0.10029755020202409
attractions,1.25,0.042258628321060886,19.229419688230415,0.8,0.03380690265684871
attractive,1.0,0.027411688126373835,11.614709844115207,0.5,0.013705844063186918
attractiveness,1.0,0.047939119169419744,6.807354922057604,1.0,0.047939119169419744
audible,1.0,0.07170945586486005,19.229419688230415,0.1,0.007170945586486006
audibly,1.0,0.10314174124329703,6.807354922057604,0.4,0.041256696497318814
augment,1.0,0.004678594448149556,6.807354922057604,0.4,0.0018714377792598226
authentic,1.0,0.025907469732334293,11.614709844115207,0.5,0.012953734866167146
authenticity,1.0,0.031662115916546996,6.807354922057604,0.1,0.0031662115916546996
authority,1.2941176470588236,0.015150166580155392,46.2381653737235,0.5,0.007575083290077696
authorized,1.0,0.021075402235472458,6.807354922057604,0.6,0.012645241341283473
autonomous,1.0,0.029726440707675123,6.807354922057604,0.6,0.017835864424605073
available,1.4,0.01707281920045732,22.42713413585121,0.8,0.013658255360365856
avarice,2.0,0.009357188896299112,6.807354922057604,-0.5,-0.004678594448149556
avenging,1.5,0.04732977879237592,11.614709844115207,0.25,0.01183244469809398
averse,1.0,0.015501131175315588,11.614709844115207,-0.5,-0.007750565587657794
aversion,1.0,0.021575959221802343,19.229419688230415,-0.5,-0.010787979610901171
averted,1.0,0.03781029864464141,15.667177264009345,-0.5,-0.018905149322320704
avoid,1.3636363636363635,0.02088037117191373,36.82715633762338,-0.5,-0.010440185585956866
avoided,1.0,0.04207330544312629,15.667177264009345,-0.5,-0.021036652721563145
await,1.5,0.052228484201621954,11.614709844115207,-0.5,-0.026114242100810977
awaited,1.0,0.021872780994082356,15.667177264009345,-0.25,-0.005468195248520589
awaken,1.0,0.014299372667597716,11.614709844115207,0.8,0.011439498134078175
awakened,2.1666666666666665,0.06594833598367586,25.33435452801869,-0.25,-0.016487083995918965
